moves, guesses, result, moves, guesses, result, moves, guesses, result
4, 3, lost, 3, 2, lost, 40, 2, lost, 
2, 1, lost, 104, 2, lost, 22, 3, lost, 
5, 4, lost, 8, 1, lost, 28, 1, won, 
15, 2, lost, 5, 2, lost, 37, 2, won, 
22, 8, lost, 110, 1, won, 22, 1, won, 
5, 4, lost, 3, 2, lost, 24, 2, won, 
105, 5, lost, 137, 2, lost, 24, 1, lost, 
134, 4, lost, 8, 6, lost, 12, 3, lost, 
2, 1, lost, 133, 0, won, 28, 1, won, 
4, 3, lost, 135, 9, won, 26, 2, won, 
6, 4, lost, 7, 6, lost, 28, 1, won, 
65, 3, lost, 128, 1, won, 34, 2, won, 
267, 6, lost, 3, 2, lost, 3, 2, lost, 
208, 5, lost, 116, 4, won, 32, 2, won, 
4, 3, lost, 10, 5, lost, 27, 0, won, 
2, 1, lost, 85, 2, lost, 24, 0, won, 
8, 3, lost, 127, 2, won, 25, 3, won, 
125, 6, lost, 114, 2, won, 40, 1, won, 
4, 1, lost, 98, 2, lost, 28, 0, won, 
2, 1, lost, 132, 13, won, 36, 1, won, 
87, 7, lost, 120, 0, won, 34, 2, lost, 
263, 4, lost, 128, 4, lost, 31, 2, won, 
7, 6, lost, 106, 2, lost, 2, 1, lost, 
176, 7, lost, 121, 1, won, 30, 0, won, 
2, 1, lost, 113, 0, won, 23, 0, won, 
13, 3, lost, 2, 1, lost, 28, 0, won, 
55, 3, lost, 105, 2, lost, 35, 3, won, 
13, 4, lost, 112, 3, lost, 35, 0, won, 
11, 3, lost, 122, 2, lost, 18, 1, won, 
11, 7, lost, 79, 3, lost, 34, 0, won, 
166, 3, lost, 2, 1, lost, 21, 3, lost, 
3, 2, lost, 117, 0, won, 5, 4, lost, 
2, 1, lost, 145, 4, lost, 27, 2, won, 
4, 1, lost, 7, 6, lost, 24, 2, won, 
3, 2, lost, 5, 4, lost, 25, 3, won, 
74, 1, lost, 141, 1, won, 2, 1, lost, 
140, 6, lost, 111, 1, won, 33, 0, won, 
19, 5, lost, 109, 3, won, 28, 0, won, 
146, 2, lost, 118, 6, won, 2, 1, lost, 
25, 4, lost, 119, 4, won, 17, 3, lost, 
2, 1, lost, 96, 1, won, 30, 1, won, 
164, 4, lost, 4, 3, lost, 27, 1, won, 
30, 4, lost, 124, 2, won, 25, 0, won, 
3, 2, lost, 84, 6, lost, 29, 0, won, 
5, 4, lost, 147, 0, won, 5, 1, lost, 
4, 3, lost, 3, 2, lost, 34, 3, won, 
191, 4, lost, 16, 1, lost, 21, 2, won, 
15, 4, lost, 98, 2, won, 29, 0, won, 
2, 1, lost, 2, 1, lost, 27, 0, won, 
18, 4, lost, 131, 1, won, 21, 0, won, 
2, 1, lost, 82, 1, lost, 24, 0, won, 
291, 4, lost, 4, 3, lost, 29, 0, won, 
15, 3, lost, 117, 3, won, 29, 0, won, 
5, 1, lost, 2, 1, lost, 28, 1, lost, 
5, 2, lost, 111, 1, won, 38, 2, won, 
236, 4, lost, 2, 1, lost, 23, 0, won, 
8, 4, lost, 113, 1, won, 25, 0, won, 
287, 6, lost, 11, 1, lost, 25, 0, won, 
125, 9, lost, 16, 6, lost, 28, 0, won, 
2, 1, lost, 109, 1, won, 23, 4, lost, 
37, 3, lost, 114, 3, lost, 21, 0, won, 
39, 1, lost, 6, 5, lost, 31, 1, won, 
2, 1, lost, 28, 4, lost, 26, 1, won, 
3, 2, lost, 98, 3, won, 32, 2, won, 
244, 10, lost, 8, 4, lost, 27, 1, won, 
3, 2, lost, 147, 3, won, 2, 1, lost, 
3, 2, lost, 85, 3, lost, 25, 2, won, 
2, 1, lost, 110, 1, won, 22, 2, won, 
173, 6, lost, 110, 2, won, 38, 0, won, 
3, 2, lost, 108, 4, lost, 31, 1, won, 
94, 5, lost, 109, 5, won, 21, 3, won, 
3, 2, lost, 8, 7, lost, 9, 2, lost, 
101, 10, lost, 25, 2, lost, 29, 2, lost, 
10, 5, lost, 114, 2, lost, 31, 2, won, 
305, 3, won, 141, 2, won, 19, 2, lost, 
2, 1, lost, 129, 2, won, 26, 2, won, 
134, 7, lost, 129, 1, won, 29, 1, won, 
2, 1, lost, 108, 3, lost, 24, 2, won, 
8, 4, lost, 117, 1, lost, 38, 0, won, 
281, 4, lost, 7, 4, lost, 8, 4, lost, 
8, 3, lost, 104, 3, lost, 32, 1, won, 
48, 8, lost, 110, 2, won, 17, 2, won, 
5, 2, lost, 110, 2, lost, 3, 2, lost, 
8, 2, lost, 147, 5, won, 21, 1, won, 
11, 5, lost, 2, 1, lost, 27, 3, won, 
122, 6, lost, 2, 1, lost, 30, 1, won, 
8, 4, lost, 5, 2, lost, 24, 2, won, 
161, 4, lost, 2, 1, lost, 30, 1, won, 
2, 1, lost, 5, 4, lost, 24, 1, won, 
3, 2, lost, 107, 1, won, 20, 0, won, 
219, 8, lost, 2, 1, lost, 34, 2, won, 
283, 9, lost, 17, 2, lost, 29, 2, won, 
183, 19, lost, 105, 4, won, 18, 2, lost, 
136, 4, lost, 2, 1, lost, 29, 2, won, 
3, 2, lost, 2, 1, lost, 26, 1, won, 
3, 1, lost, 5, 4, lost, 31, 0, won, 
100, 5, lost, 127, 3, won, 32, 1, won, 
17, 1, lost, 132, 11, won, 32, 0, won, 
26, 2, lost, 110, 5, won, 25, 3, won, 
271, 4, lost, 5, 4, lost, 18, 0, won, 
8, 5, lost, 105, 4, lost, 10, 9, lost, 
108, 6, lost, 6, 5, lost, 20, 0, won, 
27, 11, lost, 117, 2, won, 6, 4, lost, 
84, 9, lost, 130, 2, won, 33, 4, won, 
2, 1, lost, 141, 0, won, 28, 2, won, 
9, 5, lost, 124, 2, won, 23, 2, won, 
3, 2, lost, 5, 3, lost, 19, 0, won, 
3, 2, lost, 28, 2, lost, 28, 0, won, 
3, 2, lost, 109, 3, lost, 30, 0, won, 
2, 1, lost, 57, 1, lost, 38, 2, won, 
72, 3, lost, 5, 2, lost, 5, 3, lost, 
15, 6, lost, 65, 4, lost, 18, 1, won, 
250, 6, lost, 116, 2, lost, 35, 0, won, 
254, 2, won, 7, 2, lost, 32, 0, won, 
6, 2, lost, 99, 1, won, 27, 0, won, 
2, 1, lost, 3, 2, lost, 16, 3, lost, 
2, 1, lost, 118, 0, won, 35, 0, won, 
5, 4, lost, 2, 1, lost, 33, 0, won, 
33, 5, lost, 116, 2, lost, 24, 1, won, 
238, 3, lost, 5, 4, lost, 30, 3, won, 
2, 1, lost, 2, 1, lost, 24, 0, won, 
22, 7, lost, 101, 0, won, 25, 0, won, 
6, 3, lost, 97, 2, lost, 15, 3, won, 
14, 5, lost, 14, 2, lost, 2, 1, lost, 
213, 3, lost, 99, 1, won, 35, 1, won, 
3, 2, lost, 89, 1, lost, 33, 2, won, 
163, 8, lost, 7, 6, lost, 39, 1, won, 
27, 5, lost, 16, 7, lost, 39, 1, won, 
16, 9, lost, 135, 0, won, 26, 0, won, 
9, 4, lost, 2, 1, lost, 4, 3, lost, 
10, 8, lost, 82, 4, won, 31, 3, won, 
47, 3, lost, 112, 2, won, 26, 3, won, 
2, 1, lost, 119, 1, won, 27, 4, won, 
8, 3, lost, 119, 3, won, 37, 2, won, 
10, 2, lost, 2, 1, lost, 25, 4, lost, 
2, 1, lost, 108, 1, won, 22, 0, won, 
4, 3, lost, 2, 1, lost, 33, 0, won, 
167, 3, lost, 20, 7, lost, 39, 2, won, 
7, 4, lost, 126, 1, lost, 27, 1, won, 
2, 1, lost, 21, 1, lost, 2, 1, lost, 
41, 1, lost, 8, 3, lost, 34, 2, won, 
5, 3, lost, 134, 1, lost, 34, 3, won, 
5, 4, lost, 108, 4, won, 23, 0, won, 
18, 2, lost, 146, 3, won, 25, 1, won, 
96, 6, lost, 144, 2, won, 20, 0, won, 
3, 2, lost, 126, 3, won, 41, 2, won, 
5, 4, lost, 4, 3, lost, 23, 0, won, 
56, 3, lost, 22, 5, lost, 23, 1, lost, 
2, 1, lost, 134, 0, won, 25, 3, won, 
2, 1, lost, 4, 3, lost, 2, 1, lost, 
2, 1, lost, 36, 4, lost, 19, 0, won, 
172, 7, lost, 119, 4, won, 25, 2, won, 
47, 5, lost, 7, 4, lost, 27, 0, won, 
26, 1, lost, 3, 2, lost, 20, 2, lost, 
4, 3, lost, 128, 3, won, 24, 2, won, 
3, 2, lost, 81, 5, lost, 37, 0, won, 
3, 2, lost, 128, 0, won, 30, 2, won, 
7, 3, lost, 118, 3, won, 24, 2, won, 
2, 1, lost, 85, 3, lost, 17, 4, lost, 
2, 1, lost, 5, 4, lost, 22, 3, won, 
2, 1, lost, 99, 4, won, 22, 1, won, 
33, 6, lost, 29, 8, lost, 16, 0, won, 
148, 3, lost, 7, 3, lost, 16, 1, won, 
3, 2, lost, 113, 2, lost, 29, 0, won, 
16, 3, lost, 43, 2, lost, 31, 0, won, 
4, 3, lost, 10, 5, lost, 31, 1, won, 
77, 4, lost, 2, 1, lost, 31, 2, won, 
5, 4, lost, 3, 2, lost, 6, 3, lost, 
5, 4, lost, 128, 8, won, 33, 1, won, 
2, 1, lost, 26, 2, lost, 26, 0, won, 
9, 4, lost, 14, 7, lost, 25, 1, won, 
2, 1, lost, 95, 2, won, 36, 0, won, 
299, 5, won, 114, 0, won, 26, 0, won, 
2, 1, lost, 109, 4, won, 3, 2, lost, 
42, 6, lost, 140, 3, won, 24, 5, lost, 
86, 5, lost, 12, 7, lost, 27, 2, won, 
266, 2, lost, 105, 2, won, 39, 0, won, 
35, 4, lost, 111, 4, lost, 32, 0, won, 
9, 5, lost, 126, 3, won, 41, 1, won, 
98, 3, lost, 122, 2, won, 19, 1, won, 
92, 4, lost, 104, 8, lost, 26, 2, won, 
33, 6, lost, 10, 8, lost, 32, 3, won, 
92, 2, lost, 119, 2, won, 29, 2, won, 
306, 10, lost, 90, 6, won, 11, 4, lost, 
2, 1, lost, 2, 1, lost, 27, 1, won, 
9, 4, lost, 114, 4, lost, 30, 3, won, 
5, 4, lost, 45, 2, lost, 37, 6, won, 
2, 1, lost, 89, 4, lost, 2, 1, lost, 
3, 2, lost, 8, 2, lost, 32, 0, won, 
10, 1, lost, 102, 2, won, 40, 1, won, 
2, 1, lost, 120, 0, won, 27, 3, won, 
5, 1, lost, 120, 4, won, 24, 1, won, 
36, 4, lost, 108, 0, won, 2, 1, lost, 
61, 2, lost, 4, 3, lost, 28, 2, won, 
3, 2, lost, 133, 1, won, 18, 0, won, 
39, 6, lost, 2, 1, lost, 24, 3, won, 
333, 6, lost, 126, 2, won, 24, 0, won, 
272, 5, lost, 84, 4, lost, 21, 1, won, 
43, 1, lost, 128, 5, lost, 24, 0, won, 
6, 3, lost, 82, 6, lost, 25, 2, won, 
2, 1, lost, 6, 5, lost, 26, 0, won, 
38, 1, lost, 133, 0, won, 31, 3, won, 
2, 1, lost, 123, 3, won, 22, 0, won, 
271, 12, lost, 121, 3, won, 23, 0, won, 
17, 3, lost, 19, 6, lost, 26, 3, lost, 
244, 3, lost, 40, 5, lost, 28, 2, won, 
2, 1, lost, 66, 2, lost, 31, 1, won, 
4, 2, lost, 130, 3, won, 8, 5, lost, 
302, 4, won, 8, 4, lost, 35, 0, won, 
15, 5, lost, 135, 3, won, 6, 5, lost, 
9, 7, lost, 114, 1, won, 2, 1, lost, 
3, 2, lost, 3, 2, lost, 36, 3, won, 
5, 4, lost, 71, 6, lost, 7, 4, lost, 
2, 1, lost, 3, 2, lost, 12, 4, lost, 
292, 6, won, 103, 5, won, 2, 1, lost, 
4, 3, lost, 117, 5, won, 31, 0, won, 
8, 4, lost, 70, 6, lost, 19, 2, won, 
11, 4, lost, 116, 7, won, 28, 4, won, 
24, 4, lost, 17, 5, lost, 17, 1, won, 
217, 17, lost, 125, 1, won, 9, 8, lost, 
8, 1, lost, 9, 3, lost, 31, 0, won, 
2, 1, lost, 119, 2, won, 19, 3, won, 
2, 1, lost, 127, 2, lost, 16, 0, won, 
3, 2, lost, 125, 2, lost, 27, 1, lost, 
6, 5, lost, 100, 3, won, 24, 0, won, 
5, 4, lost, 124, 0, won, 37, 1, won, 
200, 6, lost, 127, 1, won, 30, 1, won, 
134, 5, lost, 122, 0, won, 31, 0, won, 
131, 6, lost, 91, 2, lost, 29, 2, won, 
287, 10, lost, 101, 4, lost, 36, 4, won, 
256, 7, lost, 146, 2, won, 31, 1, won, 
155, 7, lost, 105, 8, lost, 30, 1, won, 
2, 1, lost, 134, 1, won, 21, 4, lost, 
12, 6, lost, 124, 0, won, 2, 1, lost, 
11, 4, lost, 5, 4, lost, 27, 0, won, 
7, 6, lost, 127, 4, won, 29, 0, won, 
7, 2, lost, 115, 5, won, 22, 3, won, 
143, 3, lost, 2, 1, lost, 18, 3, lost, 
11, 5, lost, 147, 1, won, 33, 2, lost, 
90, 7, lost, 14, 7, lost, 31, 2, won, 
21, 7, lost, 94, 2, lost, 24, 1, won, 
3, 2, lost, 114, 1, won, 20, 0, won, 
87, 10, lost, 12, 2, lost, 40, 3, won, 
2, 1, lost, 106, 3, lost, 2, 1, lost, 
25, 4, lost, 101, 1, lost, 28, 0, won, 
2, 1, lost, 145, 3, won, 23, 0, won, 
10, 1, lost, 9, 1, lost, 36, 2, won, 
13, 4, lost, 112, 5, lost, 28, 0, won, 
134, 1, lost, 26, 4, lost, 40, 0, won, 
133, 4, lost, 103, 2, won, 24, 0, won, 
188, 4, lost, 111, 1, lost, 31, 0, won, 
29, 4, lost, 125, 2, won, 38, 2, won, 
4, 3, lost, 92, 1, lost, 43, 2, won, 
5, 2, lost, 2, 1, lost, 28, 3, lost, 
20, 2, lost, 2, 1, lost, 16, 1, lost, 
3, 2, lost, 91, 6, won, 23, 4, won, 
179, 1, lost, 96, 2, won, 21, 0, won, 
220, 8, lost, 4, 3, lost, 31, 2, won, 
8, 5, lost, 26, 7, lost, 32, 4, won, 
167, 4, lost, 11, 4, lost, 40, 1, won, 
4, 2, lost, 4, 3, lost, 8, 4, lost, 
18, 4, lost, 105, 2, lost, 35, 0, won, 
225, 6, lost, 118, 2, won, 27, 0, won, 
2, 1, lost, 130, 4, won, 33, 0, won, 
65, 5, lost, 107, 0, won, 23, 0, won, 
99, 9, lost, 2, 1, lost, 42, 1, won, 
101, 3, lost, 121, 0, won, 11, 5, lost, 
49, 2, lost, 104, 1, won, 26, 0, won, 
8, 1, lost, 106, 2, won, 37, 5, won, 
256, 5, lost, 137, 0, won, 11, 1, lost, 
13, 5, lost, 2, 1, lost, 23, 0, won, 
156, 2, lost, 115, 1, won, 24, 1, won, 
25, 5, lost, 117, 4, won, 24, 0, won, 
177, 4, lost, 58, 5, lost, 42, 1, won, 
3, 1, lost, 115, 3, lost, 24, 1, won, 
73, 5, lost, 86, 3, lost, 28, 1, won, 
138, 4, lost, 121, 5, won, 30, 0, won, 
2, 1, lost, 87, 7, lost, 30, 0, won, 
114, 5, lost, 12, 2, lost, 29, 2, won, 
44, 2, lost, 4, 2, lost, 21, 3, won, 
230, 11, lost, 2, 1, lost, 21, 3, won, 
209, 7, lost, 129, 1, lost, 22, 0, won, 
6, 3, lost, 37, 4, lost, 22, 0, won, 
5, 3, lost, 65, 4, lost, 32, 0, won, 
209, 2, lost, 34, 8, lost, 32, 1, won, 
4, 3, lost, 94, 2, lost, 31, 2, won, 
9, 3, lost, 104, 3, lost, 22, 2, won, 
213, 3, lost, 125, 4, lost, 18, 0, won, 
42, 4, lost, 119, 2, won, 26, 2, won, 
160, 6, lost, 7, 4, lost, 38, 13, won, 
8, 4, lost, 16, 7, lost, 27, 2, won, 
19, 4, lost, 106, 4, lost, 30, 6, won, 
2, 1, lost, 126, 2, won, 22, 1, won, 
273, 2, lost, 116, 3, lost, 21, 1, won, 
39, 3, lost, 99, 3, lost, 27, 0, won, 
56, 3, lost, 4, 3, lost, 32, 0, won, 
172, 4, lost, 122, 2, won, 20, 0, won, 
66, 1, lost, 3, 2, lost, 28, 3, lost, 
2, 1, lost, 134, 5, won, 33, 2, lost, 
296, 1, lost, 88, 1, lost, 22, 0, won, 
4, 3, lost, 4, 3, lost, 3, 2, lost, 
2, 1, lost, 97, 1, lost, 28, 4, won, 
207, 2, lost, 135, 3, won, 5, 3, lost, 
6, 5, lost, 2, 1, lost, 23, 2, lost, 
68, 5, lost, 106, 1, won, 14, 3, lost, 
15, 3, lost, 148, 2, won, 2, 1, lost, 
220, 8, lost, 5, 4, lost, 25, 2, won, 
2, 1, lost, 130, 7, won, 30, 0, won, 
39, 13, lost, 126, 2, won, 46, 0, won, 
3, 2, lost, 110, 3, lost, 29, 0, won, 
82, 2, lost, 8, 4, lost, 34, 0, won, 
63, 5, lost, 115, 1, won, 26, 3, won, 
8, 7, lost, 111, 4, lost, 29, 0, won, 
85, 5, lost, 111, 3, won, 32, 2, won, 
9, 6, lost, 106, 3, won, 25, 2, won, 
8, 3, lost, 111, 1, won, 23, 0, won, 
6, 5, lost, 94, 2, lost, 36, 1, won, 
5, 4, lost, 20, 2, lost, 27, 0, won, 
4, 1, lost, 6, 4, lost, 25, 1, won, 
42, 7, lost, 4, 2, lost, 30, 2, won, 
2, 1, lost, 2, 1, lost, 18, 1, won, 
2, 1, lost, 92, 4, won, 29, 2, won, 
2, 1, lost, 99, 2, won, 27, 0, won, 
251, 5, lost, 125, 3, lost, 18, 0, won, 
243, 6, lost, 39, 3, lost, 39, 0, won, 
33, 5, lost, 130, 1, won, 28, 1, won, 
278, 8, lost, 130, 0, won, 44, 1, won, 
4, 3, lost, 128, 1, won, 28, 0, won, 
134, 4, lost, 2, 1, lost, 32, 2, won, 
15, 5, lost, 2, 1, lost, 36, 0, won, 
11, 5, lost, 119, 5, won, 15, 3, lost, 
2, 1, lost, 111, 3, won, 25, 2, lost, 
5, 1, lost, 118, 0, won, 29, 4, lost, 
32, 5, lost, 2, 1, lost, 21, 0, won, 
46, 5, lost, 121, 0, won, 37, 0, won, 
109, 7, lost, 16, 3, lost, 28, 2, won, 
7, 6, lost, 4, 3, lost, 36, 1, won, 
9, 2, lost, 2, 1, lost, 21, 4, lost, 
2, 1, lost, 3, 2, lost, 30, 2, won, 
22, 4, lost, 117, 0, won, 33, 0, won, 
289, 2, lost, 2, 1, lost, 31, 2, lost, 
47, 4, lost, 21, 1, lost, 26, 2, lost, 
12, 8, lost, 33, 3, lost, 22, 2, won, 
57, 5, lost, 89, 3, lost, 26, 0, won, 
2, 1, lost, 11, 4, lost, 25, 3, lost, 
3, 2, lost, 126, 4, won, 29, 0, won, 
20, 4, lost, 10, 1, lost, 4, 1, lost, 
9, 7, lost, 133, 1, won, 31, 0, won, 
10, 6, lost, 133, 3, won, 15, 2, won, 
95, 4, lost, 57, 2, lost, 29, 1, won, 
2, 1, lost, 133, 6, won, 29, 0, won, 
165, 4, lost, 135, 4, won, 28, 2, won, 
2, 1, lost, 110, 2, won, 32, 0, won, 
39, 8, lost, 126, 0, won, 21, 1, won, 
18, 4, lost, 98, 2, lost, 37, 1, won, 
14, 6, lost, 115, 2, lost, 26, 2, lost, 
14, 4, lost, 109, 1, won, 19, 7, lost, 
110, 3, lost, 118, 2, won, 22, 1, lost, 
3, 2, lost, 120, 4, lost, 34, 0, won, 
123, 4, lost, 122, 2, lost, 32, 1, won, 
211, 5, lost, 80, 1, lost, 33, 0, won, 
3, 2, lost, 128, 4, won, 3, 2, lost, 
10, 4, lost, 38, 6, lost, 2, 1, lost, 
2, 1, lost, 132, 1, won, 5, 1, lost, 
122, 6, lost, 104, 7, lost, 22, 1, won, 
4, 3, lost, 140, 1, won, 24, 1, won, 
187, 5, lost, 134, 1, won, 30, 0, won, 
2, 1, lost, 100, 3, lost, 23, 3, won, 
4, 1, lost, 122, 3, won, 34, 1, won, 
5, 1, lost, 90, 1, lost, 30, 0, won, 
7, 6, lost, 123, 2, lost, 24, 1, won, 
8, 6, lost, 115, 1, won, 2, 1, lost, 
4, 3, lost, 3, 2, lost, 20, 3, lost, 
5, 1, lost, 56, 2, lost, 21, 1, won, 
6, 5, lost, 110, 3, lost, 7, 4, lost, 
11, 4, lost, 118, 1, won, 27, 1, won, 
226, 3, lost, 3, 2, lost, 23, 1, lost, 
2, 1, lost, 3, 2, lost, 39, 2, won, 
196, 2, lost, 3, 2, lost, 30, 6, won, 
10, 1, lost, 127, 2, won, 27, 0, won, 
144, 11, lost, 5, 4, lost, 22, 1, won, 
306, 2, won, 135, 0, won, 32, 0, won, 
283, 13, lost, 93, 1, lost, 26, 0, won, 
27, 7, lost, 108, 2, lost, 3, 2, lost, 
6, 2, lost, 139, 9, won, 33, 2, won, 
210, 8, lost, 3, 2, lost, 22, 3, won, 
3, 2, lost, 88, 4, lost, 26, 1, won, 
181, 6, lost, 137, 1, won, 39, 1, won, 
31, 9, lost, 109, 1, won, 31, 0, won, 
3, 2, lost, 58, 4, lost, 25, 0, won, 
39, 3, lost, 105, 0, won, 33, 3, lost, 
2, 1, lost, 83, 5, lost, 24, 1, won, 
160, 6, lost, 125, 3, won, 25, 2, won, 
100, 4, lost, 98, 2, lost, 33, 0, won, 
271, 8, lost, 5, 4, lost, 27, 2, won, 
22, 4, lost, 108, 2, won, 25, 1, won, 
2, 1, lost, 113, 1, won, 14, 1, lost, 
35, 1, lost, 2, 1, lost, 23, 0, won, 
41, 5, lost, 2, 1, lost, 13, 3, lost, 
3, 2, lost, 110, 4, won, 24, 0, won, 
33, 1, lost, 3, 2, lost, 34, 3, won, 
7, 2, lost, 16, 4, lost, 38, 2, won, 
7, 3, lost, 87, 5, lost, 28, 2, lost, 
173, 9, lost, 2, 1, lost, 28, 1, won, 
97, 3, lost, 98, 2, lost, 14, 3, lost, 
2, 1, lost, 126, 4, lost, 17, 4, lost, 
3, 2, lost, 28, 1, lost, 27, 0, won, 
75, 4, lost, 2, 1, lost, 22, 2, won, 
2, 1, lost, 2, 1, lost, 30, 1, won, 
2, 1, lost, 125, 5, lost, 21, 0, won, 
79, 4, lost, 3, 2, lost, 18, 4, lost, 
19, 5, lost, 38, 5, lost, 2, 1, lost, 
18, 4, lost, 86, 7, lost, 17, 2, won, 
80, 2, lost, 2, 1, lost, 29, 2, won, 
209, 3, lost, 10, 7, lost, 4, 3, lost, 
2, 1, lost, 127, 0, won, 19, 4, lost, 
3, 2, lost, 8, 1, lost, 26, 1, won, 
171, 6, lost, 3, 2, lost, 40, 3, won, 
19, 3, lost, 111, 1, won, 30, 5, won, 
5, 4, lost, 2, 1, lost, 35, 1, won, 
22, 6, lost, 2, 1, lost, 3, 1, lost, 
3, 2, lost, 136, 1, won, 26, 1, won, 
11, 6, lost, 111, 5, lost, 6, 4, lost, 
2, 1, lost, 132, 2, lost, 38, 1, won, 
215, 1, lost, 3, 2, lost, 27, 0, won, 
141, 3, lost, 109, 0, won, 8, 4, lost, 
49, 7, lost, 4, 3, lost, 28, 0, won, 
18, 1, lost, 2, 1, lost, 26, 1, won, 
2, 1, lost, 130, 1, won, 29, 2, lost, 
8, 6, lost, 14, 6, lost, 35, 2, lost, 
4, 3, lost, 3, 2, lost, 20, 0, won, 
39, 3, lost, 39, 2, lost, 27, 0, won, 
25, 6, lost, 74, 2, lost, 22, 2, lost, 
56, 3, lost, 92, 13, lost, 30, 0, won, 
2, 1, lost, 5, 4, lost, 6, 3, lost, 
7, 1, lost, 97, 4, lost, 36, 1, won, 
206, 5, lost, 112, 1, won, 3, 2, lost, 
4, 3, lost, 62, 10, lost, 29, 0, won, 
322, 8, won, 19, 5, lost, 23, 1, won, 
2, 1, lost, 116, 2, won, 3, 2, lost, 
85, 5, lost, 128, 0, won, 26, 2, won, 
6, 3, lost, 16, 4, lost, 21, 0, won, 
2, 1, lost, 127, 5, lost, 5, 2, lost, 
2, 1, lost, 5, 4, lost, 24, 1, won, 
51, 2, lost, 9, 2, lost, 27, 0, won, 
8, 6, lost, 2, 1, lost, 36, 0, won, 
3, 2, lost, 2, 1, lost, 31, 2, won, 
2, 1, lost, 5, 4, lost, 22, 3, won, 
5, 4, lost, 150, 5, won, 26, 3, won, 
247, 9, lost, 4, 1, lost, 31, 1, won, 
29, 5, lost, 5, 1, lost, 31, 3, won, 
45, 14, lost, 5, 4, lost, 27, 5, lost, 
29, 10, lost, 13, 8, lost, 34, 7, won, 
118, 3, lost, 103, 4, lost, 33, 3, won, 
4, 3, lost, 2, 1, lost, 2, 1, lost, 
3, 2, lost, 142, 3, won, 31, 1, won, 
7, 6, lost, 79, 3, lost, 31, 0, won, 
5, 2, lost, 8, 7, lost, 19, 0, won, 
7, 4, lost, 116, 4, lost, 4, 2, lost, 
3, 2, lost, 2, 1, lost, 36, 3, won, 
34, 8, lost, 131, 1, won, 28, 1, won, 
2, 1, lost, 134, 2, won, 28, 2, won, 
120, 1, lost, 110, 4, lost, 34, 3, won, 
5, 3, lost, 103, 3, lost, 24, 0, won, 
4, 3, lost, 11, 2, lost, 22, 0, won, 
8, 1, lost, 2, 1, lost, 23, 1, won, 
108, 2, lost, 134, 1, won, 36, 0, won, 
2, 1, lost, 88, 4, lost, 27, 0, won, 
6, 3, lost, 128, 0, won, 30, 2, won, 
14, 3, lost, 2, 1, lost, 22, 0, won, 
9, 6, lost, 2, 1, lost, 33, 0, won, 
2, 1, lost, 126, 1, lost, 34, 0, won, 
92, 5, lost, 96, 3, lost, 22, 0, won, 
6, 2, lost, 67, 5, lost, 32, 0, won, 
17, 5, lost, 87, 3, lost, 26, 4, won, 
4, 3, lost, 123, 0, won, 33, 0, won, 
24, 1, lost, 115, 3, lost, 20, 0, won, 
89, 2, lost, 105, 4, lost, 28, 1, won, 
189, 6, lost, 140, 0, won, 24, 1, won, 
100, 8, lost, 50, 2, lost, 33, 1, lost, 
15, 5, lost, 148, 0, won, 3, 2, lost, 
3, 2, lost, 116, 4, lost, 31, 0, won, 
11, 10, lost, 96, 1, won, 6, 5, lost, 
154, 5, lost, 137, 3, won, 27, 1, won, 
116, 3, lost, 3, 2, lost, 17, 4, lost, 
17, 4, lost, 107, 3, won, 25, 3, won, 
5, 4, lost, 5, 4, lost, 30, 4, won, 
9, 5, lost, 117, 1, won, 29, 1, won, 
5, 4, lost, 118, 3, won, 24, 2, won, 
25, 5, lost, 112, 3, won, 35, 0, won, 
286, 7, lost, 144, 3, won, 44, 0, won, 
15, 5, lost, 101, 2, won, 23, 0, won, 
44, 5, lost, 119, 3, lost, 28, 0, won, 
5, 4, lost, 4, 3, lost, 29, 3, won, 
3, 2, lost, 92, 2, lost, 24, 0, won, 
18, 1, lost, 124, 7, won, 23, 0, won, 
38, 4, lost, 108, 3, won, 32, 4, won, 
6, 5, lost, 126, 1, lost, 26, 0, won, 
69, 6, lost, 104, 4, lost, 16, 0, won, 
11, 5, lost, 46, 6, lost, 31, 0, won, 
38, 7, lost, 94, 0, won, 17, 1, won, 
2, 1, lost, 9, 4, lost, 41, 2, won, 
3, 2, lost, 14, 2, lost, 3, 2, lost, 
18, 2, lost, 96, 5, won, 20, 0, won, 
2, 1, lost, 5, 4, lost, 8, 4, lost, 
2, 1, lost, 108, 4, lost, 36, 3, won, 
113, 6, lost, 118, 4, lost, 21, 2, won, 
51, 1, lost, 2, 1, lost, 6, 1, lost, 
203, 3, lost, 22, 6, lost, 33, 0, won, 
75, 3, lost, 126, 3, won, 4, 3, lost, 
132, 3, lost, 135, 0, won, 2, 1, lost, 
2, 1, lost, 36, 4, lost, 29, 1, won, 
2, 1, lost, 119, 1, lost, 25, 0, won, 
2, 1, lost, 8, 4, lost, 30, 0, won, 
43, 4, lost, 57, 1, lost, 19, 4, lost, 
35, 7, lost, 129, 1, won, 2, 1, lost, 
26, 9, lost, 112, 6, won, 26, 0, won, 
2, 1, lost, 5, 4, lost, 34, 1, won, 
2, 1, lost, 98, 3, lost, 27, 3, won, 
26, 6, lost, 19, 7, lost, 25, 0, won, 
